claim_id,claimant_name,claimant_email,claimant_phone,policy_id,policy_type,policy_start_date,loss_date,loss_description,report_date,claim_amount,policy_limit,claim_as_pct_of_limit,days_to_report,estimated_loss_value,num_previous_claims,repair_vendor,repair_estimate,supporting_docs_count,adjuster_notes,fraud_indicators,is_fraud,fraud_confidence_score
CLM-000530,Jonathan Allen,jennifer53@example.net,965-235-2326x60004,POL-318572,home,2024-04-06,2025-06-08,Say audience save spring once send gun instead bad ready our nothing save.,2025-06-15,2785.25,100000,2.79,7,2797.6,2,Chaney-Miller,3289.0,4,Raise five Democrat which skin everybody interview find fill large.,NONE,FALSE,0.0
CLM-000531,Pamela Ortiz,rcaldwell@example.net,896.766.8290x525,POL-676276,umbrella,2026-02-10,2026-07-15,Only admit politics attack responsibility reduce reality about Congress region many traditional talk.,2026-07-21,14836.5,100000,14.84,6,12996.68,5,Ramirez-Olson,14682.85,5,Perhaps institution trip attack area attack then mother heavy final film test degree.,NONE,FALSE,0.0
CLM-000532,Jesse Yang,gary74@example.com,(403)559-4410,POL-218414,auto,2024-01-06,2025-11-14,Lose difficult ground bank trouble radio senior image financial term market few.,2025-11-15,17409.5,50000,34.82,1,16195.16,0,Davis and Sons,16542.65,5,Baby purpose across green hear environment war industry five spring glass week very simply half.,NONE,FALSE,0.0
CLM-000533,Joshua Murphy,lambalexandra@example.net,+1-512-586-5581x67592,POL-109363,auto,2023-04-25,2025-01-09,Onto find several occur natural respond American.,2025-01-14,3273.34,100000,3.27,5,3388.05,3,Haney PLC,3622.02,4,Standard term country camera parent staff find church ready then.,NONE,FALSE,0.0
CLM-000534,Dana Hines,pittmanjill@example.org,(318)652-7341,POL-624203,auto,2023-11-01,2025-11-02,Because economic forward political gun support weight fly although arrive film.,2025-11-05,15645.14,50000,31.29,3,15419.75,5,Cole PLC,14362.48,5,Public between answer yourself science guess near professional fine lead.,NONE,FALSE,0.0
CLM-000535,Cynthia Mcbride,vanessa41@example.net,001-829-691-2699x4520,POL-212608,auto,2024-09-21,2026-03-04,Various true sound age will truth security.,2026-03-10,3924.45,100000,3.92,6,3413.5,4,"James, Gilbert and Smith",4460.41,5,Player civil economic son but movie individual me call reach plan material until I practice herself peace single west.,NONE,FALSE,0.0
CLM-000536,Devin Berry,reesealex@example.net,525.472.2870,POL-122390,umbrella,2023-08-12,2024-10-01,Air whether produce tree environment fund management.,2024-10-08,17944.12,100000,17.94,7,16283.4,1,King and Sons,17499.27,3,Leg business particular because free too specific former yet this sort age upon trial way human south analysis need.,NONE,FALSE,0.0
CLM-000537,Catherine Smith,melanie74@example.com,(895)609-0418x9856,POL-669097,umbrella,2023-08-01,2025-01-13,Along too forget subject issue care method man.,2025-01-17,14425.89,100000,14.43,4,12362.02,1,"Mcintosh, Ramos and Beard",15335.96,5,International work with perhaps down deal probably appear positive those catch option those yeah son.,NONE,FALSE,0.0
CLM-000538,Alexa Ramirez,elizabeth71@example.net,+1-503-480-3514x895,POL-727761,umbrella,2025-11-23,2026-06-05,Face available represent business least nor answer gun film campaign dream grow behavior.,2026-06-11,9899.5,100000,9.9,6,8124.15,1,"Ortiz, Lewis and Brown",10244.15,5,Former determine price hour account news ten service identify phone security including son here produce or coach similar vote.,NONE,FALSE,0.0
CLM-000539,Stephen Fox,jennifersantana@example.org,832.935.3068x85684,POL-769018,umbrella,2024-08-12,2025-10-04,Police maybe particularly human food necessary look especially exactly for offer.,2025-10-09,7975.14,50000,15.95,5,8135.42,0,Thomas-Hall,8660.37,5,Ball local today raise remember outside city me performance ever remain whole.,NONE,FALSE,0.0
CLM-000540,Michele Carter,ksutton@example.com,851.719.9764x534,POL-166418,umbrella,2023-04-10,2024-11-11,Author group political financial born idea morning interview very account.,2024-11-18,12783.75,50000,25.57,7,13368.16,1,Knight and Sons,13515.25,6,Say stand article book six student beat say offer present choice two certain modern service.,NONE,FALSE,0.0
CLM-000541,Raymond Greene,jjames@example.org,001-284-560-1804,POL-438270,home,2024-05-24,2026-04-10,Travel network author take that just drop some.,2026-04-17,11477.89,100000,11.48,7,10291.16,0,"Ross, Hatfield and Tucker",12131.67,3,For evening thing generation one throughout American three machine environment security wrong plan case carry.,NONE,FALSE,0.0
CLM-000542,Jennifer Horton,claire11@example.net,001-728-756-7285x021,POL-132792,auto,2025-07-26,2025-12-12,News team purpose law themselves near become city.,2025-12-13,16868.67,50000,33.74,1,15951.2,0,Butler and Sons,15342.82,8,He local mention eye house knowledge participant strategy story store bank sit none now beyond measure lay hear attention occur.,NONE,FALSE,0.0
CLM-000543,Ricky Munoz,matthewchambers@example.com,998-828-3859x747,POL-754280,umbrella,2024-04-30,2026-01-24,Here five today loss gun field partner possible remain police.,2026-01-31,8383.38,50000,16.77,7,7350.39,2,Walker-Cannon,8100.16,8,Likely manage from improve nor week rise stop enter partner today main water really fear both decision order level.,NONE,FALSE,0.0
CLM-000544,Ashley Herring,steven34@example.net,731-848-7225x578,POL-787603,home,2023-12-30,2026-09-05,Billion garden possible rule maintain believe move then hear.,2026-09-06,1248.64,100000,1.25,1,1332.21,0,Harvey LLC,1299.11,8,Down certain happen health need street purpose old whose general section.,NONE,FALSE,0.0
CLM-000545,Timothy Davis MD,moorerachael@example.net,001-341-636-2334x70407,POL-536158,home,2022-12-26,2025-04-17,Southern young know respond effort without prove major speak star early.,2025-04-18,7857.59,100000,7.86,1,7956.05,4,Martinez-Bailey,7698.43,3,Occur yes million describe voice health short also left course station beyond back girl question.,NONE,FALSE,0.0
CLM-000546,Brian Brady,ystevens@example.net,890-478-6928x551,POL-326387,umbrella,2025-08-27,2026-01-03,See half special door near social one.,2026-01-09,2337.37,50000,4.67,6,1940.88,1,Morales-Wright,2476.44,4,So main drive these somebody reflect organization animal around campaign move Democrat.,NONE,FALSE,0.0
CLM-000547,Crystal Reed,mullinscheryl@example.org,830-597-4274x936,POL-755700,auto,2024-08-08,2026-04-01,Look sign nothing kid star artist reason minute against region.,2026-04-03,10997.65,50000,22.0,2,11269.93,3,"Smith, Williams and Bryant",12359.52,8,Source similar join half sport hope agent company sure consider yard indeed to.,NONE,FALSE,0.0
CLM-000548,Deborah Osborne,thomaswilliam@example.net,(469)811-2232x1425,POL-797557,home,2023-01-28,2025-08-19,Type one smile national south chair four.,2025-08-24,7801.3,50000,15.6,5,6484.68,1,"Grimes, Long and Chang",8308.3,7,Later enough pick help head Democrat hear standard exactly under body best significant mother sure.,NONE,FALSE,0.0
CLM-000549,Daniel Morse,williamsmith@example.com,(803)688-1937,POL-729057,home,2023-10-21,2026-07-02,Mr today technology voice employee provide coach.,2026-07-05,13493.11,100000,13.49,3,12220.67,2,Green PLC,14370.49,5,Cup food window tonight born kitchen must treat activity ability loss sing turn.,NONE,FALSE,0.0
CLM-000550,Dr. Adam Fisher,igraham@example.org,001-976-429-5076x71621,POL-551504,umbrella,2024-08-21,2025-08-17,Example model might night prevent bill.,2025-08-24,8062.67,100000,8.06,7,7921.77,4,Cervantes-Walker,8576.16,6,Though provide hit father foreign hundred pass level body party husband follow town.,NONE,FALSE,0.0
CLM-000551,Alicia Mueller,laura90@example.net,001-370-734-2519x7018,POL-477496,home,2024-11-10,2026-03-13,Off could year central hospital west left compare whether two attack eat top.,2026-03-20,11454.54,100000,11.45,7,12461.94,0,"Taylor, Baxter and Cisneros",12804.96,5,Somebody cell both number upon agent remain lay society method center successful owner current year nation.,NONE,FALSE,0.0
CLM-000552,Cheryl Combs,smithmichael@example.org,617-245-4693x51021,POL-416503,auto,2025-04-12,2026-03-15,Character myself country number happen week on.,2026-03-20,1309.75,50000,2.62,5,1434.59,1,Knight-Smith,1515.01,3,Fund serve owner beyond upon bank magazine agree allow improve later arm of.,NONE,FALSE,0.0
CLM-000553,Timothy Reyes,christopher64@example.net,689.353.3768,POL-389362,umbrella,2023-04-28,2024-11-01,Law strategy leader tend itself art hold difference foot west successful use sometimes.,2024-11-08,16616.86,100000,16.62,7,16066.79,4,Rhodes-Barnett,15726.44,3,Successful police line door direction computer oil inside stock rise four sense matter.,NONE,FALSE,0.0
CLM-000554,Gina Chan MD,penny09@example.com,001-973-218-1560x542,POL-484914,umbrella,2025-11-14,2026-08-26,Organization support through growth often threat sort including bring blue machine.,2026-08-30,7757.46,50000,15.51,4,6748.2,2,"Kennedy, Parker and Cole",7195.6,6,Purpose go game change north lay coach raise decide medical environmental writer agent data.,NONE,FALSE,0.0
CLM-000555,Tina James,judith06@example.com,001-999-926-1382x6870,POL-858729,home,2022-05-29,2024-09-16,Keep hear American pressure notice throw image heavy market operation these.,2024-09-21,18439.75,100000,18.44,5,17421.14,3,Jones-Floyd,21163.51,8,Watch service write but network information cost society imagine whom.,NONE,FALSE,0.0
CLM-000556,Dakota Hall,brettthomas@example.net,001-634-546-0606,POL-724145,umbrella,2025-01-27,2025-12-30,Human gas candidate game Mrs hot.,2026-01-05,11948.42,100000,11.95,6,9692.7,4,George Inc,12121.24,3,Media drug resource any size technology enter most stock from mother.,NONE,FALSE,0.0
CLM-000557,Brian Nixon,scottmichael@example.com,(780)753-7642,POL-555401,home,2023-07-25,2026-04-02,Look teacher week nearly point land.,2026-04-09,7353.4,100000,7.35,7,7797.17,1,Johnson-White,8267.45,7,Reveal week collection eat avoid lose top behavior why tough nice who two.,NONE,FALSE,0.0
CLM-000558,Mary Fernandez,xknight@example.com,(787)831-4249,POL-511967,home,2024-05-27,2026-08-05,Office both trouble officer finally boy across crime.,2026-10-04,25000.0,50000,50.0,60,16055.7,2,Weaver PLC,24165.64,5,Likely affect bad among money fine range change again.,short_policy_coverage|delayed_reporting,TRUE,0.24
CLM-000559,Mary Smith,xward@example.com,664-887-9210,POL-186554,home,2024-05-14,2026-01-19,Capital letter practice adult best commercial race number education color anything.,2026-01-26,8492.13,50000,16.98,7,8692.5,4,"Sanders, Olson and Kerr",8659.91,3,Factor myself voice country add whose medical management top read democratic movement popular international somebody.,NONE,FALSE,0.0
CLM-000560,William Hernandez,richardjones@example.net,+1-985-981-9701x50196,POL-236708,auto,2024-12-27,2026-06-02,Agree can available candidate budget none near.,2026-06-06,10534.64,100000,10.53,4,10195.31,3,"Gomez, Allen and Bush",10730.54,7,Last about environmental positive culture live future claim travel gas who place head follow by investment decision page kitchen.,NONE,FALSE,0.0
CLM-000561,Alec Cobb,maria74@example.net,442-848-7396,POL-649713,auto,2024-06-29,2025-04-03,Generation bag understand down audience feel offer.,2025-04-05,11662.18,100000,11.66,2,9580.4,3,Luna-Young,11627.47,7,Remain leave commercial seem father play culture third teacher performance leg many page term gun book tough.,NONE,FALSE,0.0
CLM-000562,Courtney Stone,conleychristina@example.net,8342804247,POL-483010,home,2025-07-31,2026-03-13,Air anyone expert over industry great direction indeed explain cold high single really catch.,2026-03-14,3138.07,50000,6.28,1,2812.41,4,Green-Moore,3441.28,5,Determine site discuss other be whatever type picture around.,NONE,FALSE,0.0
CLM-000563,John Rodriguez,goodwinjack@example.org,(441)547-5690x0184,POL-941792,home,2023-01-23,2024-11-21,Without particularly world evening song clear offer PM.,2024-11-23,19765.39,100000,19.77,2,16676.96,0,"Gill, Jensen and Cohen",23269.08,4,Skin something bar good tell after collection issue tree score let single idea action rest century none off.,NONE,FALSE,0.0
CLM-000564,Jessica Kirby,pjones@example.com,327-887-3554x0423,POL-863873,auto,2025-09-13,2026-02-05,Manage century relate article item wear specific environment number perform figure discuss off.,2026-02-07,14021.83,50000,28.04,2,14328.55,1,"Smith, Flores and Lewis",16611.41,4,Tend social read company light really free cup still step better determine after loss everyone eat together quickly anything worry.,NONE,FALSE,0.0
CLM-000565,Christopher Carter,bmahoney@example.net,001-785-237-2033,POL-459946,umbrella,2023-03-15,2025-07-15,Trouble hundred by start force standard maintain bed water food.,2025-07-22,16816.45,50000,33.63,7,14014.55,3,Brown-Matthews,17511.93,5,Plant recognize event charge positive reach federal game figure bad per he head because.,NONE,FALSE,0.0
CLM-000566,Robin Pugh,willismegan@example.net,(905)734-9419x715,POL-672967,umbrella,2023-02-23,2025-05-01,Many building use it discover when place capital everyone early.,2025-05-03,15060.25,50000,30.12,2,13216.84,3,Martinez-Jenkins,16369.18,4,Provide their price through respond down capital them a job.,NONE,FALSE,0.0
CLM-000567,Christian Edwards,wmason@example.net,+1-269-377-1433x6080,POL-711324,umbrella,2023-04-12,2024-11-01,Bad expect senior run support run.,2024-11-07,14276.35,50000,28.55,6,11607.31,1,"Hernandez, Guerra and Warren",13106.16,4,Better order although son time prevent history during mission imagine meet remain safe become stage good inside other year.,NONE,FALSE,0.0
CLM-000568,Janet Holder,omarthompson@example.org,9724720814,POL-587546,umbrella,2023-03-20,2025-12-11,Cover decision information adult middle road Republican agreement mouth anyone hundred kitchen this set.,2025-12-18,14234.01,50000,28.47,7,11422.8,3,"Fuller, Hudson and Garcia",15630.54,8,Get exist nature in through employee lose nor want her middle individual head.,NONE,FALSE,0.0
CLM-000569,John Garcia,btorres@example.org,(495)263-4318x073,POL-213132,auto,2025-07-11,2026-06-05,Care more which investment serve degree.,2026-06-12,18344.51,50000,36.69,7,19449.27,5,Warner-Olson,18637.23,6,Adult customer her reach loss option claim indeed he natural pull actually billion.,NONE,FALSE,0.0
CLM-000570,Troy Moses,matthew00@example.com,590-980-9983x9767,POL-430779,home,2022-09-14,2025-03-19,Finally best Democrat dark soldier example moment.,2025-03-24,19555.63,50000,39.11,5,19147.54,0,"Brown, Johnson and Miller",18693.72,7,Fine past peace difficult adult reality research blood yard not popular finish even.,NONE,FALSE,0.0
CLM-000571,Manuel Steele,cory96@example.org,(452)575-6002,POL-141683,auto,2023-07-14,2026-03-14,Can to expert head sea later.,2026-03-18,11653.06,100000,11.65,4,11173.24,2,Lopez Inc,12200.52,8,Million say step bill might pick sign medical traditional front include issue report song sure design.,NONE,FALSE,0.0
CLM-000572,Elizabeth Hill,silvapatrick@example.org,(415)427-6958x44420,POL-472640,umbrella,2024-01-06,2024-12-10,Really chance Mr student course audience than doctor baby.,2024-12-12,1349.07,100000,1.35,2,1174.85,4,Williams-Hahn,1325.82,3,Tree all check quickly piece speech turn small page eat off.,NONE,FALSE,0.0
CLM-000573,Dennis Arias,marksashley@example.net,619-992-5692,POL-954441,auto,2021-12-22,2024-09-13,Nice protect deep as and energy exactly cup attorney billion want.,2024-09-19,5895.91,50000,11.79,6,5698.29,2,"Schultz, Collins and Rush",5705.32,5,Tv recently discuss fire break them protect finally late maybe increase occur ever answer yourself.,NONE,FALSE,0.0
